AuthorID,Author,Date,Content,Attachments,Reactions
"754820196065345708","headlesssteel","2024-10-08T21:52:23.3870000-05:00","lol, but I like the word insane. So I do not mind calling myself insane even if it is not true","",""
"363279137768734720","pieberrykinnie","2024-10-08T21:52:23.8560000-05:00","peter when he drops math only to be made to do multivar and partial derivatives in math 2740","",""
"754820196065345708","headlesssteel","2024-10-08T21:52:41.9310000-05:00","I see","",""
"445955839757385739","mythic7777","2024-10-08T21:52:58.5080000-05:00","I doubt they go in depth with multivariable functions.","",""
"754820196065345708","headlesssteel","2024-10-08T21:53:01.8810000-05:00","Does anyone want to give me a 5 second therapy session","",""
"445955839757385739","mythic7777","2024-10-08T21:53:03.0790000-05:00","How do you guys have the time","",""
"445955839757385739","mythic7777","2024-10-08T21:53:19.3690000-05:00","It might be better to take that conversation to #casual-chat","",""
"363279137768734720","pieberrykinnie","2024-10-08T21:53:25.6860000-05:00","we dont go in depth in anything dawg they just give us the steps and say “go do it”","",""
"754820196065345708","headlesssteel","2024-10-08T21:53:29.3790000-05:00","but what if it is math therapy, 5 seconds","",""
"445955839757385739","mythic7777","2024-10-08T21:53:29.6210000-05:00","Bruh","",""
"799461567555960843","kerchup","2024-10-08T21:53:51.8500000-05:00","Depends on the course imo, if it’s a course where you’re building skills you don’t already have (most math courses, comp sci if you’re new to it) then regular practice is a good idea. Midterms usually don’t give you a lot of time per question, so being familiar enough that you can do it without thinking pays off","",""
"754820196065345708","headlesssteel","2024-10-08T21:54:02.4030000-05:00","Someone give me a theraputical math question that takes 5 seconds to answer, (if it makes me go more insane then...)","",""
"363279137768734720","pieberrykinnie","2024-10-08T21:54:14.4740000-05:00","prove sqrt2 is irrational","",""
"754820196065345708","headlesssteel","2024-10-08T21:54:21.2870000-05:00","ah fu-","",""
"424329607106265088","tzshadow","2024-10-08T21:54:21.7050000-05:00","if i have 2 apples","",""
"424329607106265088","tzshadow","2024-10-08T21:54:25.0200000-05:00","and peter takes one","",""
"754820196065345708","headlesssteel","2024-10-08T21:54:30.4710000-05:00","uh oh","",""
"424329607106265088","tzshadow","2024-10-08T21:54:30.5880000-05:00","whats the mass of the sun","",""
"754820196065345708","headlesssteel","2024-10-08T21:54:33.4610000-05:00","7","",""
"221369063606190081","mikey_9354","2024-10-08T21:54:35.7540000-05:00","prove there are infinitely many primes","",""
"424329607106265088","tzshadow","2024-10-08T21:54:39.4720000-05:00","HOW DID THEY KNOW","",""
"754820196065345708","headlesssteel","2024-10-08T21:54:44.9250000-05:00","n+2 = 4","",""
"445955839757385739","mythic7777","2024-10-08T21:54:50.8410000-05:00","Which method? Eulers?","",""
"754820196065345708","headlesssteel","2024-10-08T21:55:01.2710000-05:00","no, Hikarus method","",""
"363279137768734720","pieberrykinnie","2024-10-08T21:55:01.7160000-05:00","something something assume finitely many primes add them all + 1","",""
"445955839757385739","mythic7777","2024-10-08T21:55:17.9820000-05:00","Eulers method","",""
"754820196065345708","headlesssteel","2024-10-08T21:55:20.5630000-05:00","I ate them before you even had 2","",""
"383088370709954561","2lazy2beoriginal","2024-10-08T21:55:24.2230000-05:00","Proof by you told me so","","🙅‍♂️ (1)"
"424329607106265088","tzshadow","2024-10-08T21:55:41.4840000-05:00","so that's why my lunch was missing....","",""
"424329607106265088","tzshadow","2024-10-08T21:55:46.6520000-05:00","you ate my peanut butter sandwiches too smh","",""
"754820196065345708","headlesssteel","2024-10-08T21:55:53.0050000-05:00","no that was Jim","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:00.4850000-05:00","Jim ate the peanut butter sandwich","",""
"424329607106265088","tzshadow","2024-10-08T21:56:02.7520000-05:00","no I think it was Joe","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:05.5330000-05:00","nono","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:07.5930000-05:00","Uncle Jim did it","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:14.0220000-05:00","he is in the uh","",""
"424329607106265088","tzshadow","2024-10-08T21:56:14.7860000-05:00","fuckin jim","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:21.9970000-05:00","mini fridge, there is a secret room behind it","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:29.6980000-05:00","he has his man cave there","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:35.8140000-05:00","sneaks out at night","",""
"424329607106265088","tzshadow","2024-10-08T21:56:38.1600000-05:00","OH","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:40.6520000-05:00","yes","",""
"424329607106265088","tzshadow","2024-10-08T21:56:46.6910000-05:00","THATS WHO WAS TRIGGERING THE CSSA ALERT SYSTEM","",""
"424329607106265088","tzshadow","2024-10-08T21:56:52.4970000-05:00","WE FOUND THE CULPRIT AT 1AM","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:52.5350000-05:00","YES","",""
"754820196065345708","headlesssteel","2024-10-08T21:56:54.0840000-05:00","UNCLE JIM","",""
"424329607106265088","tzshadow","2024-10-08T21:57:02.3760000-05:00","THAT OLD SON OF A","",""
"445955839757385739","mythic7777","2024-10-08T21:58:26.9180000-05:00","Anyways, back to math topics.","",""
"445955839757385739","mythic7777","2024-10-08T21:58:40.3290000-05:00","Can anybody help me solve an polynomial with degree > 1 recurrence relation?","",""
"754820196065345708","headlesssteel","2024-10-08T21:58:53.1710000-05:00","Bro I should leave i dont know any of these terms","",""
"445955839757385739","mythic7777","2024-10-08T21:59:03.8660000-05:00","For example, take Fibonnacii:
F_n = F{n-1} + F{n - 2}","",""
"445955839757385739","mythic7777","2024-10-08T21:59:24.0120000-05:00","But now, say you have:
Pn = (P{n-1})^2 + (P{n-2})^2.","",""
"799461567555960843","kerchup","2024-10-08T21:59:39.2960000-05:00","Bruh","","thistbh (2)"
"445955839757385739","mythic7777","2024-10-08T21:59:45.6490000-05:00","I looked online and other than a couple of math exchange links where they said that the closed form solution is hard to find; I found nothing.","",""
"445955839757385739","mythic7777","2024-10-08T22:00:20.9880000-05:00","Also, is there a term for recurrence relations that rely on each other?","",""
"445955839757385739","mythic7777","2024-10-08T22:01:24.6390000-05:00","For example if I have the same example as the fibonnacci sequences (Fn) and the exponential fibonacci sequence (Pn). Derive another recurrence relation Qn = F{n-1} + (P{n -2})^2.","",""
"445955839757385739","mythic7777","2024-10-08T22:01:35.7210000-05:00","Is there a methodical way to solve such related recurrence relations?","",""
"445955839757385739","mythic7777","2024-10-08T22:02:12.1280000-05:00","For linear terms, I can just apply the method of characteristic polynomials and solve for them, but it doesn't extend or generalize to higher order terms so I can't use that.","",""
"144636179722141696","slabdrill","2024-10-08T22:02:45.7340000-05:00","i don't think there is a good way to find a closed-form solution in these cases, though i'd have to look more into it","",""
"445955839757385739","mythic7777","2024-10-08T22:02:56.0620000-05:00","I'm gonna cry if there isn't.","",""
"144636179722141696","slabdrill","2024-10-08T22:03:30.1580000-05:00","also (afaik) if you have recurrance relations that rely on each other then you can always rewrite it as a single complicated recurrance relation","",""
"445955839757385739","mythic7777","2024-10-08T22:04:24.8210000-05:00","Yeah, that is true. The reason why I made the relation is because it has a geometric meaning with the question I'm trying to solve so it's easier to remember the relation.","",""
"224685921096826880","christopher5825","2024-10-09T00:43:07.8710000-05:00","once again, as stated by your algorithm. The process is to entirely fill the jar b ONLY with jar a. This does not mean only verifying its full. This means verifying that the jar was filled ONLY by water from jar a. this can only be done by watching each pour. This is not a time when induction counts. If you wanted to try to do that, you would need a TM for the problem that accepts the final output, AND the TM used to produce the output. We know from theory class how that goes.","",""
"224685921096826880","christopher5825","2024-10-09T00:46:32.6910000-05:00","imagine you look away and i fill it with pickle juice. it is full. it is now a pickle jar. this proof does not work","",""
"224685921096826880","christopher5825","2024-10-09T00:48:18.0210000-05:00","that being said, if you have some way to verify in polynomial time that nothing else could have filled the jar, then you are cooking, but there isnt","",""
"224685921096826880","christopher5825","2024-10-09T00:48:47.4470000-05:00","and this still really isn't a decision problem","",""
"854062130797871106","calebnwokocha","2024-10-09T10:35:25.6400000-05:00","What if we remove the condition that jar B is filled by using only jar A. The new is problem is just fill jar B. Then the verifier don't need to check whether jar B was filled by using only jar A.","",""
"304267855610904577","jjanzenn","2024-10-09T10:42:17.7940000-05:00","There is now a polynomial time algorithm: fill jar B with jar C which is of size 2^k units","",""
"854062130797871106","calebnwokocha","2024-10-09T10:44:59.3350000-05:00","If filling jar C takes O(2^k) time, then filling jar B will take O(2^k).","",""
"304267855610904577","jjanzenn","2024-10-09T10:49:17.6430000-05:00","Ok sure. We can treat it as a physical system. Now verify that there is water beneath the brim without checking each 2^k-1 unit beneath the top.","",""
"854062130797871106","calebnwokocha","2024-10-09T10:53:49.9440000-05:00","It should be polynomial (constant) time verification.","",""
"304267855610904577","jjanzenn","2024-10-09T10:54:02.6640000-05:00","Now verify that there is water beneath the brim without checking each 2^k-1 unit beneath the top.","",""
"854062130797871106","calebnwokocha","2024-10-09T11:00:58.8860000-05:00","Jar B might not be filled entirely with water. As @hawkstopher tuaheuer pointed, a portion of Jar B may be filled with pickle juice. So the verification just at the brim won't work if Jar B contains pickle juice. To fix this, remove the condition that Jar B should only be filled with water. The new problem is just fill Jar B to its brim.","",""
"304267855610904577","jjanzenn","2024-10-09T11:02:05.9870000-05:00","I place a layer of helium at the top of the jar. It floats on top of the air already in it. There is a fluid at the brim so the verification passes","",""
"224685921096826880","christopher5825","2024-10-09T11:06:50.0560000-05:00","What you are asking is the same as ‘What is 2^K’. if your answer is binary you can even just shift K-1 times to do this.  for the jar scenario I just use a bigger jar to fill it.","",""
"224685921096826880","christopher5825","2024-10-09T11:08:12.3810000-05:00","the orocess has now removed the limitation on how it’s filled. Instead of asking, print numbers from K to 2^K you are asking, what is 2^K. This is polynomial time.","",""
"854062130797871106","calebnwokocha","2024-10-09T11:08:57.2310000-05:00","Let jar B be a transparent glass so that the verifier can see all its content in constant time.","",""
"224685921096826880","christopher5825","2024-10-09T11:09:33.9130000-05:00","once again. what you are asking is, what is 2^K","",""
"224685921096826880","christopher5825","2024-10-09T11:17:38.9480000-05:00","Filling Jar B in polynomial time. 
cur_k = K. 
helpers = [ jacob ]
While cur_k > 0: 
- each helper instantly recruits 1 new helper
- cur_k -= 1
Each helper, in parallel, dumps one unit of water into B.","",""
"224685921096826880","christopher5825","2024-10-09T11:19:04.3010000-05:00","this is normally just called bit shifting though","",""
"302268546187264010","stegosnoreus","2024-10-09T11:25:43.2940000-05:00","Yeah but @hawkstopher tuaheuer the jar is clear so you can just look inside.","",""
"302268546187264010","stegosnoreus","2024-10-09T11:26:38.5750000-05:00","Use your peepers","",""
"854062130797871106","calebnwokocha","2024-10-09T11:36:34.4860000-05:00","What is the time complexity of recruiting a new helper?","",""
"304267855610904577","jjanzenn","2024-10-09T11:37:44.4540000-05:00","constant","",""
"854062130797871106","calebnwokocha","2024-10-09T11:41:13.5710000-05:00","Recruitment is a long process that might require interview.","",""
"304267855610904577","jjanzenn","2024-10-09T11:42:01.9880000-05:00","ok you're just being intentionally obtuse now.","",""
"302268546187264010","stegosnoreus","2024-10-09T11:45:25.5030000-05:00","Caleb you should recognize the value that people have given by taking time to review your work. Peer review is part of the academic cycle and an important one at that.","",""
"854062130797871106","calebnwokocha","2024-10-09T11:48:09.0400000-05:00","Very right Mark. I am just sharing my thoughts and appreciating any feedback on them.","",""
"302268546187264010","stegosnoreus","2024-10-09T11:49:52.3120000-05:00","Not really but ok.","",""
"224685921096826880","christopher5825","2024-10-09T11:50:10.3790000-05:00","it’s constant time. r u just messing with us Lol","",""
"224685921096826880","christopher5825","2024-10-09T11:50:54.6660000-05:00","👁️👄👁️","","thistbh (2)"
"221369063606190081","mikey_9354","2024-10-09T11:54:13.3730000-05:00","👁️👅👁️","",""
"224685921096826880","christopher5825","2024-10-09T12:23:08.1790000-05:00","https://chatgpt.com/share/6706bbd5-bb44-8009-9267-bbc087fb0342

Added a final message to the chat","",""
"854062130797871106","calebnwokocha","2024-10-09T12:43:59.5010000-05:00","","Capture-C0F48.PNG",""
"224685921096826880","christopher5825","2024-10-09T12:48:09.6860000-05:00","Does a job interview time scale with the size of the jar?","",""
"224685921096826880","christopher5825","2024-10-09T12:48:29.9590000-05:00","If you interview with a company, will the interview take longer if a jar is bigger somewhere in the world","",""
"224685921096826880","christopher5825","2024-10-09T12:48:56.2800000-05:00","the jar is a bad analogy for your proposed algorithm. why are you talking about a jar","",""
"224685921096826880","christopher5825","2024-10-09T13:01:50.1100000-05:00","if a job interview length does not scale with the SIZE OF A JAR, then it is called constant time","",""
"363279137768734720","pieberrykinnie","2024-10-09T13:03:14.5210000-05:00","top 10 philosophical questions","","bat_man (4)"
"559559648248594432","atoph","2024-10-09T13:12:49.0650000-05:00","Me when the interviewer drops 10mL/min of water into an inverted conical jar with height of 10cm and base of 5cm and they ask me to determine the rate of change of the water level after 4 minutes have passed and the interview ends when the jar is full","",""
"747395140926177280","comtdk","2024-10-09T13:16:23.3220000-05:00",":why_kong_wario:","",""
"869782115187847169","misshellee","2024-10-09T14:21:23.8080000-05:00","first part of this conversation i understand","",""
"363279137768734720","pieberrykinnie","2024-10-09T14:23:38.4610000-05:00","do it then","",""
"951696973164064779","arsh_0.0_","2024-10-09T14:23:45.2880000-05:00","Did they really ask this?","",""
"221369063606190081","mikey_9354","2024-10-09T14:35:47.5280000-05:00","I mean, even if they did, I'd just immediately answer 'at least 3'","",""
"221369063606190081","mikey_9354","2024-10-09T14:35:51.9070000-05:00","ez job","",""
"951696973164064779","arsh_0.0_","2024-10-09T14:37:20.8010000-05:00",">=0 is even easier","",""
"221369063606190081","mikey_9354","2024-10-09T14:38:35.5640000-05:00","not if the jar is leaking faster than its filling up","",""
"951696973164064779","arsh_0.0_","2024-10-09T14:40:57.3980000-05:00","Nvm 
I was thinking of something else","",""
